ID;Наименование;Описание;Фото;Производитель;Артикул;"Диаметр, мм";"Длина режущей части ножа, мм";"Общая длина, мм";"Диаметр хвостовика, мм";"Градус резки, °";"Количество зубьев, шт.";"Обрабатываемый материал";"Частота вращения, об/мин";Стоимость;Наличие
6767;"D=38.4x25.4x70 S=8 Набор фрез для сращивания ""Угол""ARDEN 336821/337821";;https://tooldirect.ru/upload/iblock/e69/e69738747700f926c54674d958c5d6f5.jpg;ARDEN;336821/337821;38.5;27.4;70;8;90;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";18000;6790.00;"от 20";"Фрезы для сращивания V образные"
5091;"D=10x10x45 S=8 ARDEN арт.209830 Фреза для обработки фасадов (МДФ, пластик, ЛДСП, дерево) радиусного типа (псевдофилёнка ) R5=5 Z=2";;https://tooldirect.ru/upload/iblock/431/431b00071ccf10ad868050088ca6aa5d.png;ARDEN;209830;10;10;45;8;;;;;1540.00;"ожидается поступление";"Фрезы радиусные псевдофилёнка"
5132;"R=12.7 D=35x16x56 S=12 ARDEN арт.A0506298 Фреза для обработки фасадов (дерево, МДФ, ЛДСП, пластик) псеводфилёнка ""Волна-1"" (для станка с ЧПУ или фрезера ручного)";;https://tooldirect.ru/upload/iblock/278/278d4b9016dfb37cc2fd915a5ce3da13.png;ARDEN;A0506298;35;16;56;12;;;;;3440.00;"от 5 до 10";"Фрезы для фасадов Волна"
5151;"R=12.7 D=38.1x19.05x60 S=12 ARDEN арт.301261 Фреза (обработка МДФ, ЛДСП, дерева, пластика) радиусного типа кромочная (нижний подшипник) для фрезера ручного Z=2";;https://tooldirect.ru/upload/iblock/92c/92c1b40a18defb0c351f12820381615e.png;ARDEN;301261;38;19;60;12;;;;;2360.00;"от 5 до 10";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5150;"R=12.7 D=38.1x19.05x62 S=8 ARDEN арт.301861 Фреза (МДФ, дерево, ЛДСП, пластик) радиусного типа кромочная (нижний подшипник) для фрезера ручного или станка ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/4a3/4a3dc5bcd5b497ed898a6cda7129722b.png;ARDEN;301861;38;19;62;8;;;;;2460.00;"ожидается поступление";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5102;"R=12.7 D=38.1x19.9x52 S=8 ARDEN арт.209865 Фрезы типа радиусного ""Ovolo"" (для фрезера ручного или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/797/797bd5f47172fafa3b3ffa1ec258dcde.jpg;ARDEN;209865;38.1;19.9;52;8;;2;"МДФ,Фанера,Мягкая древесина,Пеноблоки,Ламинат,Твёрдая древесина,Пластик";;2530.00;"от 5 до 10";"Фрезы радиусные псевдофилёнка";"Фрезы радиусные псевдофилёнка 2"
5188;"R=12.7 S=12 D=41.3x34.13 I1=25.4. L72 S=12 ARDEN арт.330271 Фреза профильная (МДФ, пластик, дерево, ЛДСП) типа ""Бычий нос"" (катушка) Z=2 (для станка с ЧПУ или ручного фрезера)";;https://tooldirect.ru/upload/iblock/d1e/d1e15e547a884fb1b956ee9da45ee0f7.png;ARDEN;330271;41.3;34.1;72;12;;;;;4130.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы Бычий нос"
5066;"R=15.87 D=31.75x19.05x58 S=12 ARDEN арт.203251 Фреза (дерево, МДФ, пластик, ЛДСП) галтельного типа полукруглая (чаша) Z=2  (для ЧПУ станков и ручных фрезеров)";;https://tooldirect.ru/upload/iblock/53d/53df2689c07787468ae060d838f6388f.png;ARDEN;203251;31.8;19;58;12;;;;;2960.00;"ожидается поступление";"Фрезы галтельные";"Фрезы галтельные (чаша)"
5152;"R=16 D=44.7x22x74 S=12 ARDEN арт.301273 Фреза (по дереву, МДФ, ЛДСП, пластикам) радиусная кромочная  (нижн. подшипник) для ручного фрезера Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/222/22251321673060ffba2687d926af2e73.png;ARDEN;301273;44.7;22;74;12;;;;;3210.00;"от 20";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5153;"R=19.05  D=50.8x25.4x65 S=12 ARDEN арт.301281 Фреза (по дереву, МДФ, ЛДСП, пластикам) радиусная кромочная (нижний подшипник) для ручного фрезера Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/493/4935e450f94cec128057deee958d4aa0.png;ARDEN;301281;50.8;25.4;65;12;;;;;3340.00;"от 20";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5067;"R=19.05 D=38.1x22.22x64 S=12 ARDEN арт.203261 Фреза (МДФ, ЛДСП, пластик, дерево) полукруглой формы (чаша) гальтельная Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/48d/48da0fba9f5f8334ff91a32a379900e7.png;ARDEN;203261;38;22;64;12;;;;;3970.00;"ожидается поступление";"Фрезы галтельные";"Фрезы галтельные (чаша)"
5140;"R=2  D=16.7x12.7x56 S=6 ARDEN арт.301604 Фреза (МДФ, дерево, ЛДСП, пластик) радиусная кромочного типа  (нижний подшипник) для фрезера ручного или станка с ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/b0c/b0c2474c527d7e912e5ad06e876b8638.jpg;ARDEN;301604;16.7;12.7;56;6;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1500.00;"до 2";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5104;"R=2  Z=2 D=12.7x8x40 d1=4 S=8 ARDEN арт.210855 Фреза для обработки фасадов (материалы: дерево, пластик, ЛДСП, МДФ) типа ""Гусёк"" (для ручного фрезера или ЧПУ станка)";;https://tooldirect.ru/upload/iblock/3e5/3e5e0c6b4ec0f891d721ef8df7e5ee32.png;ARDEN;210855;12.7;8;40;8;;;;;1120.00;"от 3 до 5";"Фрезы профильные Гусёк"
5111;"R=2  Z=2 D=12.7x9.52x40 d1=8.7 S=8 ARDEN арт.212811 Фреза для работы с фасадами (дерево, МДФ, пластик, ЛДСП) гусёк декоративного типа (для фрезера ручного или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/248/248521f83d5085595f33812d4612e777.png;ARDEN;212811;12.7;9.5;40;8;;;;;1210.00;"от 10 до 20";"Фреза Декоративный гусёк"
5097;"R=2 D=12x8.4x41 S=8 ARDEN арт.180209-5 Фреза для обработки фасадов (пластик, МДФ, дерево, ЛДСП) радиусный тип ""Ovolo"" (для фрезера ручного или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/5b6/5b6ce212abc5fb3d278236d0cb8f3f78.jpg;ARDEN;180209-5;12;8.4;41;8;;;;;1710.00;"от 20";"Фрезы радиусные псевдофилёнка";"Фрезы радиусные псевдофилёнка 2"
5141;"R=2 D=16.7x12.7x56 S=8 ARDEN арт.301804 Фреза (обработка МДФ, дерева, ЛДСП, пластика) радиусного типа кромочная  (нижний подшипник) для фрезера ручного или станка с ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/90c/90c57f5a36b4ab509aaf03df6d075519.jpg;ARDEN;301804;16.7;12.7;56;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1500.00;"от 20";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5069;"R=2 D=4x10x43 S=8 ARDEN арт.204816 Фреза (дерево, МДФ, пластик, ЛДСП) галтельного типа круглый нос (пальчиковая) (для ручного фрезера или ЧПУ станка)";;https://tooldirect.ru/upload/iblock/1a8/1a80566c88f1ab14138a6bf1d504d663.png;ARDEN;204816;4;10;43;8;;;;;1210.00;"ожидается поступление";"Фрезы галтельные";"Фрезы пальчиковые"
5016;"R=2.38 D=19x14.5x47 S=8 ARDEN арт.180209-2 Фреза (ЛДСП, пластик, дерево, МДФ) со скругление м удлинённая (для ручных фрезеров и станков ЧПУ)";;https://tooldirect.ru/upload/iblock/af6/af6cc6e3f15883a519a807d3c1df7901.png;ARDEN;180209-2;19;14.5;47;8;;;;;2290.00;"от 20";"Фрезы скругление удлинённые"
5017;"R=2.38 D=25.4x20.5x53 d1=12.7 S=8 ARDEN арт.180209-3 Фреза (МДФ, ЛДСП, пластик, дерево) удлиненная (для ручных фрезеров и ЧПУ станков) со скруглением";;https://tooldirect.ru/upload/iblock/3d3/3d398aac36e7a8f2c5e58cf34da0b971.png;ARDEN;180209-3;25.4;20;53;8;;;;;2720.00;"от 20";"Фрезы скругление удлинённые"
5197;"R=2.38 r1=4.76 D=19.05x17.46x49 S=8 ARDEN арт.502811 Фреза (обработка МДФ, пластика, ЛДСП, дерева) профильного типа (ручка) для ручного фрезера или станка с ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/a87/a87f33aafe62423e50f89917f2a89bcc.png;ARDEN;502811;19.05;17.46;49;8;;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";28000;2320.00;"ожидается поступление";"Фрезы фигурные (профильные)";"Фрезы Ручка"
5109;"R=2.4  Z=2 D=12.7x9.5x40 S=8 ARDEN арт.211811 Фреза для обработки фасада (МДФ, пластик, дерево, ЛДСП) с классическим узором (для ЧПУ станков или ручных фрезеров)";;https://tooldirect.ru/upload/iblock/6fe/6febe4fe55da9012f09a78eabbed2830.png;ARDEN;211811;12.7;9.5;40;8;;;;;1800.00;"от 20";"Фрезы для фасадов S образные"
5112;"R=2.4  Z=2 D=19x11x40 d1=11.1 S=8 ARDEN арт.212815 Фреза для работы по фасадам (дерево, МДФ, пластик, ЛДСП) гусек декоративного типа (для ручного фрезера или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/951/9510c48a8ab807f96dd03edb26cf6bf5.png;ARDEN;212815;19;11;40;8;;;;;1490.00;"от 20";"Фреза Декоративный гусёк"
5154;"R=22.2  D=57x28.6x85 S=12 ARDEN арт.301291 Фреза (обработка дерева, МДФ, пластика, ЛДСП) радиусного типа кромочная  (нижний подшипник) для фрезера ручного и станка ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/132/1329239984ecbdd9eefca6fd0e68871d.png;ARDEN;301291;57;28.6;85;12;;;;;4020.00;"от 20";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5157;"R=22.2 D=57.1x25.4x78 S=12 ARDEN арт.305271 Фреза (материалы для обработки: МДФ, дерево, ЛДСП, пластик) внешнего радиуса ""Галтель"" (нижний подшипник) для фрезера ручного Z=2";;https://tooldirect.ru/upload/iblock/6e0/6e04291c25eda4ea97ca21f327a22df1.png;ARDEN;305271;57.14;25.4;78;12;;;;;3560.00;"от 20";"Фрезы галтельные";"Фрезы галтельные с ниж. подшипником"
5046;"R=23.8 D=15.88x11.5x48 (i1=1.36)x47 S=8 ARDEN арт.200840A Фреза пазового типа для Alucobond (для ручного фрезера и ЧПУ станка) (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/c12/c1230983205e2c110c132b10b0174221.png;ARDEN;200840A;15.8;11.5;47;8;;;;;2650.00;"от 20";"Фрезы фасочные V образные";"Фрезы для сгиба композитных материалов"
5155;"R=25.4  D=63.5x31.8x90 S=12 ARDEN арт.301293 Фреза (обработка МДФ, дерева, ЛДСП, пластика) радиусного типа  кромочная  (нижний подшипник) для ручного фрезера и станка ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/9cb/9cbf1f5a3331a9dbc4f22e1a83c623df.png;ARDEN;301293;63.5;32;90;12;;;;;4430.00;"от 20";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5143;"R=3  D=18.7x12.7x56 S=8 ARDEN арт.301812 Фреза (пластик, МДФ, дерево, ЛДСП) радиусная кромочного типа  (нижний подшипник) для фрезера ручного Z=2 (для станка с ЧПУ или ручного фиезера";;https://tooldirect.ru/upload/iblock/32f/32f2244870cf990c7f3efada1ade6b25.jpg;ARDEN;301812;18.7;12.7;56;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1650.00;"ожидается поступление";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5098;"R=3 D=14x9.4x42 S=8 ARDEN арт.180209-6 Фреза для фасада (для работ с пластиком, деревом, МДФ, ЛДСП) радиусного типа ""Ovolo"" (для станка с ЧПУ или ручного фрезера)";;https://tooldirect.ru/upload/iblock/f0e/f0e37383892d8a4b2b61ff8af34a6a30.jpg;ARDEN;180209-6;14;9.4;42;8;;;;;1900.00;"от 5 до 10";"Фрезы радиусные псевдофилёнка";"Фрезы радиусные псевдофилёнка 2"
6398;"R=3 D=15.5x9.5 S=8 ARDEN арт.305810 Фреза (обработка пластика, дерева, МДФ, ЛДСП) радиуса внешнего ""Галтель"" (нижний подшипник) для ручного фрезера Z=2";;https://tooldirect.ru/upload/iblock/bf2/bf2c89fa346343bb9f9680bbe968979b.jpg;ARDEN;305810;15.5;9.5;51;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1210.00;"от 20";"Фрезы галтельные";"Фрезы галтельные с ниж. подшипником"
5142;"R=3 D=18.7x12.7x56 S=6 ARDEN арт.301612 Фреза (материалы: МДФ, дерево, ЛДСП, пластик) радиусного типа кромочная  (нижний подшипник) для фрезеров ручных и станков ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/c7f/c7f229640d5a43ed93b19e410e95eab4.jpg;ARDEN;301612;18.7;12.7;56;6;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1500.00;"ожидается поступление";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5071;"R=3 D=6x12.7x49 S=12 ARDEN арт.204228 Фреза (для работы с деревом, МДФ, пластиком, ЛДСП) галтельного типа круглый нос (пальчиковая) (для ручных фрезеров или ЧПУ станков)";;https://tooldirect.ru/upload/iblock/18b/18bbe5be691602c8b85176e43b8b036a.png;ARDEN;204228;6;12.7;60;12;;2;"МДФ,Фанера,Мягкая древесина,Текстолит,Ламинат,Твёрдая древесина,Пластик,Композит";;1390.00;"от 20";"Фрезы галтельные";"Фрезы пальчиковые"
5070;"R=3 D=6x12.7x49 S=8 ARDEN арт.204828 Фреза (подходящий материал: МДФ, дерево, ЛДСП, пластик) галтельного типа круглый нос (пальчиковая) (для ЧПУ станков и ручных фрезеров)";;https://tooldirect.ru/upload/iblock/757/757b7da4efb5d003fde4101c02aa5170.png;ARDEN;204828;6;12.7;49;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1360.00;"от 10 до 20";"Фрезы галтельные";"Фрезы пальчиковые"
5058;"R=3 D=6x6x42 S=8 ARDEN арт.203802 Фреза (обрабатываемые материалы: пластик, дерево, МДФ, ЛДПС) галтельного типа полукруглая (чаша) Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/467/467e15c00e1e9cc9a447d68b18be42b1.png;ARDEN;203802;6;6;42;8;;;;;1290.00;"от 20";"Фрезы галтельные";"Фрезы галтельные (чаша)"
5107;"R=3.175  D=25.4x11.1x40 S=8 ARDEN арт.210851 Фреза для работы с фасадом (подходящий материал: дерево, МДФ, пластик, ЛДСП) типа ""Гусёк"" (для станка с ЧПУ или ручного фрезера)";;https://tooldirect.ru/upload/iblock/d0f/d0f3c9d89ecd695a619bdd65d0504d30.png;ARDEN;210851;25.4;11;40;8;;;;;1670.00;"от 20";"Фрезы профильные Гусёк"
5105;"R=3.175  Z=2 D=19.05x11.11x40 d1=6.35 S=8 ARDEN арт.210831 Фреза для работы по фасадам (материалы: пластик, дерево, ЛДСП, МДФ) типа ""Гусёк"" (для станков с ЧПУ или ручных фрезеров)";;https://tooldirect.ru/upload/iblock/1b3/1b3483062c6d195d19e9cb56d8dff5b9.png;ARDEN;210831;19;11.1;40;8;;;;;1340.00;"от 5 до 10";"Фрезы профильные Гусёк"
5090;"R=3.175  Z=2 D=9.53x7.94x42 S=8 ARDEN арт.209811 Фреза радиусная для обработки фасадов (МДФ, ЛДСП, дерево, пластик) (псевдофилёнка) (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/bf4/bf4ffe66cfd16be51f70ebd58fcc9e13.png;ARDEN;209811;9.53;7.94;42;8;;;;;1410.00;"от 10 до 20";"Фрезы радиусные псевдофилёнка"
5174;"R=3.175 D=22.35x6.35x62 S=8 ARDEN арт.317812 Фреза фигурная (обработка МДФ, пластика, дерева, ЛДСП) Канавка с верхним и нижним пошипником для ручного фрезера";;https://tooldirect.ru/upload/iblock/72f/72f55e71676c05cf0302c1da9772242d.png;ARDEN;317812;22.35;6.35;63;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2820.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы &quot;Канавки&quot;";"Фрезы &quot;Канавки&quot; с верх. и ниж. подшипником"
5134;"R=3.175 D=6.35x9.52x45 S=8 ARDEN арт.225821 Фреза для обработки фасадов (материалы: МДФ, дерево, ЛДСП, пластик) со скруглением (для ЧПУ станка или фрезера ручного)";;https://tooldirect.ru/upload/iblock/405/405eb4cf7d94eb54dd57bc849ee40464.png;ARDEN;225821;6.35;9.53;45;8;;;;;1370.00;"ожидается поступление";"Фрезы для фасадов скругление"
5106;"R=3.175 Z=2 D=25.4x11.11x40 d1=9.5 S=12 ARDEN арт.210251 Фреза для обработки фасада (пластик, МДФ, дерево, ЛДСП) тип ""Гусёк"" (для ручного фрезера или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/e0f/e0f1a3e43db37c3fa7d3def04013e789.png;ARDEN;210251;25.4;11;40;12;;;;;2290.00;"от 3 до 5";"Фрезы профильные Гусёк"
5176;"R=3.18  D=22.2x25.4x69 S=8 (подш. 16мм) ARDEN арт.323811 Фреза фигурной формы молдинговая (обработка дерева, МДФ, ЛДСП, пластика) ""тройной внеший радиус"" (нижний подшипник) для фрезера ручного Z=2";;https://tooldirect.ru/upload/iblock/a35/a352b0daea42c234f60b1f241cb5e131.png;ARDEN;323811;22.2;25.4;69;8;;;;;2760.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы &quot;Канавки&quot;";"Фрезы &quot;тройной внеший радиус&quot;"
5177;"R=3.18  D=22.2x25.4x69 S=8 ARDEN арт.324811 Фреза формы фигурной молдингового типа (МДФ, пластик, дерево, ЛДСП) ""тройной внутренний радиус"" (нижний подшипник) для ручных фрезеров Z=2";;https://tooldirect.ru/upload/iblock/3c9/3c94ae82bcdf1e8cf5dfec31a6d8397b.png;ARDEN;324811;22.2;25.4;69;8;;;;;2760.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы &quot;Канавки&quot;";"Фрезы &quot;тройной внутренний радиус&quot;"
7428;"R=3.18 D=31.75x14.28x66 S=12 ARDEN арт.314211 Фреза для карнизов (работы по дереву, МДФ, пластика, ЛДСП) фигурной формы ""Волнистый молдинг"" для фрезера ручного";;https://tooldirect.ru/upload/iblock/612/612a44807ad847363eaced3d35e4b873.png;ARDEN;314211;31.75;14.28;66;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";18000;2760.00;"от 5 до 10";"Фрезы фигурные (профильные)";"Фреза Двойное внешнее скругление"
5172;"R=3.18 D=31.8x14.3x58 S=8 ARDEN арт.314811 Фреза для карнизов (работы по дереву, МДФ, пластика, ЛДСП) фигурной формы ""Волнистый молдинг"" для фрезера ручного";;https://tooldirect.ru/upload/iblock/d39/d39bd62c4ce503a082fe71860adf8882.png;ARDEN;314811;32;14;58;8;;;;;2720.00;"ожидается поступление";"Фрезы фигурные (профильные)";"Фрезы Двойное внешнее скругление"
5185;"R=3.2 D=22.2x19x50 S=8 ARDEN арт.330811 Фреза профильная (пластик, МДФ, дерево ЛДСП) тип ""Бычий нос"" (катушка) для фрезера ручного или ЧПУ станка Z=2";;https://tooldirect.ru/upload/iblock/501/5015ceb424d98ee0d94a11f282765657.png;ARDEN;330811;22;19;50;8;;;;;1610.00;"до 2";"Фрезы фигурные (профильные)";"Фрезы Бычий нос"
5114;"R=3.2 D=22x31.7x70 d1=12.7 S=12 ARDEN арт.213218 Фреза для работы с фасадами (дерево, МДФ, пластик, ЛДСП) врезная тип радиусный  (псевдофиленка) (для фрезера ручного или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/330/330c66b17ad1c065f9293beb13d22f58.png;ARDEN;213218;22;31.7;70;12;;;;;2630.00;"от 20";"Фрезы радиусные псевдофилёнка";"Фрезы радиусные псевдофилёнка 2"
5194;"R=3.2 D=35 (d=12.5)x9.5x49 S=12 ARDEN арт.416251 Фреза типа ""Грибок"" (МДФ, ЛДСП, пластик, дерево) филеночная для фасадов для фрезера ручного или станка с ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/1bb/1bbf0bfabfc7a1d67926ac7a0786616d.png;ARDEN;416251;35;9.5;49;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";18000;2820.00;"от 10 до 20";"Фрезы для фасадов Грибок"
5110;"R=4  Z=2 D=19.05x12.7x45 S=8 ARDEN арт.211821 Фреза для обработки фасада (подходящие материалы: МДФ, дерево, пластик, ЛДСП) с узором классическим (для ручного фрезера или атанкк с ЧПУ)";;https://tooldirect.ru/upload/iblock/8b6/8b686cfe02daa813c9fa69758939b053.png;ARDEN;211821;19.05;12.7;45;8;;;;;2190.00;"ожидается поступление";"Фрезы для фасадов S образные"
5180;"R=4 D=36x14.2x51 S=8 ARDEN арт.357830 Фреза (для работы с МДФ, деревом, ЛДСП, пластиком) форма фигурная тип молдинговый (нижний подшипник) для ручного фрезера и станка с ЧПУ";;https://tooldirect.ru/upload/iblock/3c1/3c150ea0840a88f7539a7b6b8eae9e9d.png;ARDEN;357830;36;14;56;8;;;;;2930.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы тройное скругление";"Фрезы фигруные молдинговые 1"
5179;"R=4 D=57.2x22.2x74  S=12 ARDEN арт.357231 Фреза (пластик, ЛДСП, МДФ, дерево) фигурной формы молдинговая c нижним подшипником для фрезера ручного";;https://tooldirect.ru/upload/iblock/8aa/8aae0b822d17605cdab69be96b4cd945.png;ARDEN;357231;57.2;22.2;74;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;4490.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы тройное скругление";"Фрезы S образное скругление 2";"Фрезы фигруные молдинговые 1"
5060;"R=4 D=8x8x43 S=12 ARDEN арт.203204 Фреза (обработка пластика, дерева, МДФ, ЛДСПЛ) галтельного типа полукруглая (чаша) Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/6a1/6a13e81d40738a788c94474bf229e212.png;ARDEN;203204;8;8;55;12;;2;"МДФ,Фанера,Мягкая древесина,Цветные металлы,Текстолит,Ламинат,Твёрдая древесина,Пластик,Композит,Алюминий";;1390.00;"от 20";"Фрезы галтельные";"Фрезы галтельные (чаша)"
5059;"R=4 D=8x8x43 S=8 ARDEN арт.203804 Фреза (обработка пластика, МДФ, ЛДСП, дерева) полукруглая гальтельного типа (чаша) Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/865/865d4b474e727f348f2196c265dfd2a9.png;ARDEN;203804;8;8;43;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1360.00;"от 10 до 20";"Фрезы галтельные";"Фрезы галтельные (чаша)"
5156;"R=4.75 D=22.2x12.7x56 S=8 ARDEN арт.305815 Фреза (обрабатываемые материалы: МДФ, пластик, ЛДСП, дерево) радиуса внешнего ""Галтель"" (нижний подшипник) для ручного фрезера Z=2";;https://tooldirect.ru/upload/iblock/d16/d16cbd985493aa1a093aac6c734e4cd3.png;ARDEN;305815;22.2;12.7;56;8;;;;;1380.00;"от 10 до 20";"Фрезы галтельные";"Фрезы галтельные с ниж. подшипником"
5186;"R=4.75 D=25.4x22x55 S=8 ARDEN арт.330821 Фреза профильная (дерево, МДФ, пластик, ЛДСП) типа Бычий нос"" (катушка) для ручного фрезера или станка с ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/b64/b6494d1a33c594be97a318e475eb1fe2.png;ARDEN;330821;25.4;22;55;8;;;;;1960.00;"ожидается поступление";"Фрезы фигурные (профильные)";"Фрезы Бычий нос"
5144;"R=4.76  D=22.2x12.7x56 S=8 ARDEN арт.301823 Фреза (обработка дерева, пластика, ЛДСП, МДФ) радиусного типа кромочная (нижний подшипник) для фрезера ручного Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/3de/3ded52df9a3173bd33df28e469a9389e.png;ARDEN;301823;22.2;12.7;56;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1720.00;"ожидается поступление";"Фрезы прямые пазовые";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5184;"R=4.76  D=25.4x30x70 i1=22.2 S=12 ARDEN арт.329241 Фреза профильного типа (МДФ, ЛДСП, дерево, пластик) ""Углублённый шар"" Z=2 (для ручного фрезера или ЧПУ станка)";;https://tooldirect.ru/upload/iblock/612/612a3bb85d25fc14d777f472679b356c.png;ARDEN;329241;25.4;22.2;70;12;;;;;2190.00;"от 10 до 20";"Фрезы фигурные (профильные)";"Фрезы Углублённый шар"
5168;"R=4.76 D=31.8x15.9x58 S=8 (подшипник 9.5мм) ARDEN арт.312821 Фреза (обработка пластика, МДФ, ЛДСП, дерева) фигурная форма молдинговый тип ""Классический римский гусёк"" (для станка с ЧПУ или ручного фрезера)";;https://tooldirect.ru/upload/iblock/d8d/d8d5d672b6d3b21fc5c28aa709bd443d.png;ARDEN;312821;32;16;58;8;;;;;2730.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы профильные Классический Гусёк";"Фрезы профильные Классический Гусёк 4"
5182;"R=4.76 D=31.94x25.4x77 S=12 ARDEN арт.91701 Фреза типа ""Жалюзи""  (ЛДСП, дерево, МДФ, пластик) с внутренним и внешним скруглением 2в1 для фрезера ручного";;https://tooldirect.ru/upload/iblock/804/804b843da0357f2a368d8d76286c6979.png;ARDEN;91701;32;25.4;77;12;;;;;3220.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы Жалюзи";"Фрезы Жалюзи 2 в 1"
5073;"R=4.76 D=9.53x19x53 S=8 ARDEN арт.204845 Фреза (для работы с деревом, МДФ, ЛДСП, пластиком) круглый нос (пальчиковая) галтельная (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/830/830e872c2d2a374beb37bb9a32234056.png;ARDEN;204845;9.53;19;53;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1460.00;"до 2";"Фрезы галтельные";"Фрезы пальчиковые"
5061;"R=4.76 D=9.53x6.35x40 S=8 ARDEN арт.203806 Фреза (МДФ, ЛДСП, пластик, дерево) полукруг (чаша) галтельного типа Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/bd9/bd932b7edfcd9abf4174f5e2e60b994a.png;ARDEN;203806;9.5;6.4;40;8;;;;;1330.00;"от 20";"Фрезы галтельные";"Фрезы галтельные (чаша)"
